product_id,title,brand,category,attributes,price,rating
984f7997,Baltra Washing Machine Group,Baltra,Washing Machine,Front Load 7kg,15629,4.4
dee80741,Ultima Washing Machine Politics,Ultima,Washing Machine,7kg Front Load,28718,3.1
b4eea688,Faber Chimney Reach,Faber,Chimney,Auto-CLean Gesture-control,68683,3.3
ba2ffc26,Lava Air Cooler Way,Lava,Air Cooler,Remote Ice Chamber,24799,4.8
4dfa6d08,TCL Smartphone Million,TCL,Smartphone,6.5-inch 128GB,96323,3.4
d6c1c16d,Baltra Washing Machine Sense,Baltra,Washing Machine,Front Load 7kg,12717,3.7
aef37431,Transsion Chimney Push,Transsion,Chimney,Gesture-control Island,25065,5.0
e6539784,TCL Washing Machine Across,TCL,Washing Machine,Front Load Inverter,35619,3.6
da895004,TCL Microwave Event,TCL,Microwave,Grill Convection,64774,2.9
509d3d92,Ultima Microwave Discuss,Ultima,Microwave,Grill Solo,51690,4.9
552f4c29,Baltra Air Conditioner Grow,Baltra,Air Conditioner,2-ton Non-Inverter,79479,4.8
75cde3e3,LG Refrigerator Vote,LG,Refrigerator,200L Energy Star,46051,4.9
2b072b66,Samsung Washing Machine Admit,Samsung,Washing Machine,Inverter Front Load,72739,3.5
b9557c71,Baltra Air Conditioner Join,Baltra,Air Conditioner,Non-Inverter 2-ton,48401,3.6
28f3bef4,Transsion Washing Machine Mother,Transsion,Washing Machine,Inverter 7kg,58791,2.5
1da5d7d9,Samsung Refrigerator Direction,Samsung,Refrigerator,Energy Star 200L,31927,3.0
ae5c93e9,Lava Refrigerator Majority,Lava,Refrigerator,Cooler Double Door,86541,3.1
c55d3560,Transsion Washing Machine Analysis,Transsion,Washing Machine,Inverter 7kg,22131,2.5
1c0ff33e,LG Cooktop Culture,LG,Cooktop,floating CopperBurner,24025,3.0
4177151b,Midea TV Area,Midea,TV,32 inch Smart TV,97787,4.5
94c0c6f4,Ultima Chimney Girl,Ultima,Chimney,Gesture-control Auto-CLean,92768,4.7
3e32c087,Ultima Air Cooler Step,Ultima,Air Cooler,35L Tank Ice Chamber,68262,5.0
e7893e0f,TCL Smartphone Under,TCL,Smartphone,4G Dual SIM,77529,3.0
eae09ea0,Midea Microwave Election,Midea,Microwave,Grill Convection,27833,4.6
59897df4,Lava Air Conditioner Least,Lava,Air Conditioner,Inverter Non-Inverter,66265,4.3
6886c2dc,Lava Air Cooler East,Lava,Air Cooler,35L Tank Ice Chamber,96649,4.1
c4f007d0,Faber Refrigerator Season,Faber,Refrigerator,Cooler 200L,32836,3.8
eaf99caf,Samsung TV Treatment,Samsung,TV,Smart TV HD,15717,4.9
3a5f5532,Pigeon TV Politics,Pigeon,TV,LED 32 inch,70027,3.1
2f989acf,Lava Microwave Future,Lava,Microwave,Convection 700W,75358,3.0
1208875c,Samsung Cooktop South,Samsung,Cooktop,floating Matte,93065,4.3
cbbb1c98,Ultima Microwave Relate,Ultima,Microwave,Grill Solo,16792,2.8
031fff72,Midea Refrigerator Consider,Midea,Refrigerator,Energy Star Cooler,21287,2.7
3401b201,Baltra Smartphone Heavy,Baltra,Smartphone,4G 6.5-inch,18055,2.9
8c16bfb3,Samsung Cooktop Medical,Samsung,Cooktop,Matte floating,61527,3.5
21c46cc2,Pigeon TV Probably,Pigeon,TV,HD LED,18298,3.0
f495612d,Ultima Washing Machine Fund,Ultima,Washing Machine,7kg Inverter,98009,3.0
69d6c8fd,Pigeon Microwave From,Pigeon,Microwave,Solo Convection,84423,2.8
d93da090,Samsung Air Conditioner Direction,Samsung,Air Conditioner,Non-Inverter 2-ton,72335,3.8
f96cc5cd,Samsung Cooktop Prevent,Samsung,Cooktop,Matte floating,56340,3.4
225da7e7,Transsion Air Cooler Simple,Transsion,Air Cooler,Remote 35L Tank,66337,4.4
aa8a1cde,Lava Smartphone Join,Lava,Smartphone,Dual SIM 6.5-inch,41353,3.6
c23be934,Midea Cooktop Word,Midea,Cooktop,floating CopperBurner,75549,4.6
2ebfc193,Lava Cooktop Close,Lava,Cooktop,Matte CopperBurner,90805,3.6
092cb015,LG Chimney Movie,LG,Chimney,Gesture-control Island,61946,3.5
358d096e,Midea Chimney Degree,Midea,Chimney,Gesture-control Island,50451,2.8
ec772cb3,LG Smartphone Discover,LG,Smartphone,128GB 6.5-inch,67629,4.3
29425725,Pigeon Chimney Final,Pigeon,Chimney,Gesture-control Auto-CLean,85403,4.4
55ddd85b,Transsion Washing Machine Involve,Transsion,Washing Machine,7kg Inverter,99913,4.8
45e44a3b,Midea Microwave Recent,Midea,Microwave,700W Grill,69467,3.3
c7223d17,Midea Refrigerator Edge,Midea,Refrigerator,Energy Star Cooler,27303,2.8
c44ef1dd,Lava Cooktop Environment,Lava,Cooktop,Matte floating,67928,4.2
7fdd5880,TCL TV Land,TCL,TV,HD LED,78846,5.0
819fcf93,Baltra Air Conditioner Blood,Baltra,Air Conditioner,1-ton Inverter,63435,4.5
b211d76a,LG Air Conditioner Though,LG,Air Conditioner,Non-Inverter Inverter,26686,3.8
5e4eb919,Baltra Refrigerator Black,Baltra,Refrigerator,Double Door Cooler,72879,3.6
11080af5,TCL Air Cooler Maintain,TCL,Air Cooler,Ice Chamber Remote,83344,3.9
b9ebb179,Pigeon Air Cooler Onto,Pigeon,Air Cooler,Ice Chamber Remote,75477,3.9
e7c355d0,Lava TV Until,Lava,TV,Smart TV 32 inch,99969,2.8
afd76e76,Baltra TV Know,Baltra,TV,Smart TV 32 inch,89948,3.0
e473c9e2,Midea Air Conditioner Style,Midea,Air Conditioner,Inverter Non-Inverter,44661,3.2
83812064,Faber Chimney Interest,Faber,Chimney,Auto-CLean Island,41944,4.8
2235d8ee,Lava Smartphone Woman,Lava,Smartphone,6GB RAM 6.5-inch,37165,4.0
777d8854,Baltra Microwave Create,Baltra,Microwave,700W Convection,96997,4.4
d3327c3f,Ultima Refrigerator Little,Ultima,Refrigerator,Energy Star 200L,30418,4.5
533d4b01,LG Smartphone Miss,LG,Smartphone,Dual SIM 6.5-inch,15747,2.6
4afcf076,Faber Smartphone Involve,Faber,Smartphone,6.5-inch 128GB,88599,3.5
01095052,Baltra Air Cooler Peace,Baltra,Air Cooler,35L Tank Ice Chamber,52353,2.6
928b1a37,Faber Air Cooler Official,Faber,Air Cooler,35L Tank Remote,51236,4.3
2ab831a7,LG Air Conditioner Find,LG,Air Conditioner,Inverter 1-ton,81365,3.2
06ad1766,Samsung Smartphone Word,Samsung,Smartphone,128GB 4G,13315,4.0
a0cce20f,LG Smartphone Today,LG,Smartphone,4G 6.5-inch,92957,2.9
5c7a9ddf,Faber TV Force,Faber,TV,Smart TV 32 inch,98826,2.8
9b376e71,Lava Chimney Nothing,Lava,Chimney,Island Gesture-control,96010,3.8
3a80a99e,Baltra Washing Machine Collection,Baltra,Washing Machine,Front Load 7kg,60425,3.3
d6fc0d64,Pigeon Chimney Bar,Pigeon,Chimney,Auto-CLean Gesture-control,16527,3.4
1d3b151b,Samsung Chimney Instead,Samsung,Chimney,Auto-CLean Gesture-control,89682,2.7
f461260f,Ultima Air Conditioner Standard,Ultima,Air Conditioner,2-ton 1-ton,81304,3.7
f0a3d090,Lava TV Glass,Lava,TV,32 inch LED,45964,4.6
4c102434,Lava Smartphone Avoid,Lava,Smartphone,6GB RAM Dual SIM,76067,4.4
477660a4,Baltra Cooktop Allow,Baltra,Cooktop,Matte CopperBurner,63329,3.2
4cbe74b0,Baltra Refrigerator Hair,Baltra,Refrigerator,200L Cooler,67940,4.1
6d14c01f,Midea Air Conditioner Tree,Midea,Air Conditioner,1-ton Non-Inverter,52237,2.8
7de5faec,Transsion TV Single,Transsion,TV,LED 32 inch,82170,4.3
e0f67c5c,LG Air Conditioner Defense,LG,Air Conditioner,2-ton Inverter,91657,3.5
a72fe99f,Midea Washing Machine Form,Midea,Washing Machine,Inverter Front Load,35733,3.7
18cc40fa,Ultima Chimney Card,Ultima,Chimney,Gesture-control Auto-CLean,96678,4.6
ba56c4ee,Midea Refrigerator Popular,Midea,Refrigerator,200L Cooler,72183,3.6
b0f297bc,TCL Microwave Staff,TCL,Microwave,Convection 700W,35012,2.7
1b126eb1,Baltra Air Conditioner Bag,Baltra,Air Conditioner,Non-Inverter Inverter,39555,4.3
ca046ffd,Lava Smartphone Near,Lava,Smartphone,6GB RAM Dual SIM,31037,2.8
2e7c1ae5,Transsion Smartphone Newspaper,Transsion,Smartphone,6GB RAM 4G,62615,4.9
44e61206,Samsung Cooktop My,Samsung,Cooktop,CopperBurner floating,29572,3.2
499d0c58,TCL Cooktop Stock,TCL,Cooktop,floating CopperBurner,29625,5.0
15bbff3b,Transsion TV Any,Transsion,TV,Smart TV HD,98212,3.5
7dd66a9e,LG Smartphone Believe,LG,Smartphone,6GB RAM 4G,38862,2.8
00ddc95f,Samsung Washing Machine Above,Samsung,Washing Machine,7kg Front Load,40158,4.0
fabb045f,Transsion Smartphone Condition,Transsion,Smartphone,Dual SIM 128GB,81690,3.3
57bb5c79,Ultima TV Toward,Ultima,TV,LED HD,65375,2.9
4ad63459,Faber Chimney Cold,Faber,Chimney,Auto-CLean Island,87852,3.9
583623c4,Midea Smartphone Appear,Midea,Smartphone,Dual SIM 128GB,60270,3.3
653ba8cd,LG Air Conditioner Child,LG,Air Conditioner,2-ton Inverter,30349,3.0
0fa98030,Lava Air Cooler Forward,Lava,Air Cooler,35L Tank Remote,53044,3.3
fce463f6,Faber Microwave Human,Faber,Microwave,Convection Grill,60811,3.4
60decbad,Samsung Smartphone Necessary,Samsung,Smartphone,6GB RAM 4G,93788,3.2
16e0cbb0,Faber Air Cooler Wind,Faber,Air Cooler,35L Tank Remote,23421,4.9
e3e499e0,Midea Air Cooler Audience,Midea,Air Cooler,35L Tank Ice Chamber,73883,4.6
af1a90ec,LG Cooktop Relationship,LG,Cooktop,Matte CopperBurner,94669,3.5
bb61e3f0,Samsung Microwave Whether,Samsung,Microwave,Solo Convection,89448,4.9
72f81330,LG Cooktop Yet,LG,Cooktop,floating Matte,40876,4.8
df97a8b3,Midea Microwave Character,Midea,Microwave,700W Convection,90933,4.6
759b81f4,Baltra TV Have,Baltra,TV,HD 32 inch,18284,2.5
7006280a,Baltra Microwave Practice,Baltra,Microwave,Grill 700W,31817,2.9
8accc497,Baltra Smartphone Break,Baltra,Smartphone,4G 6.5-inch,92275,3.1
94f553f4,Ultima Smartphone Four,Ultima,Smartphone,6GB RAM Dual SIM,15185,3.5
03b7e32d,Baltra Cooktop No,Baltra,Cooktop,CopperBurner Matte,33559,3.4
9c6f5358,Faber Cooktop Develop,Faber,Cooktop,Matte CopperBurner,12918,4.7
f454fa6f,Faber TV Bill,Faber,TV,HD 32 inch,90262,3.4
6b269064,Midea Microwave Though,Midea,Microwave,700W Convection,23487,3.6
2cdfb1dc,Lava Smartphone Along,Lava,Smartphone,4G Dual SIM,79951,2.6
d13e2c83,Transsion Refrigerator Your,Transsion,Refrigerator,Cooler 200L,35149,2.7
1fd91674,Pigeon Cooktop Recently,Pigeon,Cooktop,CopperBurner Matte,26393,2.6
159d4731,Lava Air Conditioner Money,Lava,Air Conditioner,Non-Inverter 1-ton,37656,4.9
17c34e20,Pigeon Air Cooler Responsibility,Pigeon,Air Cooler,Remote 35L Tank,67436,4.0
38ca5b6b,Faber TV May,Faber,TV,LED 32 inch,21989,4.9
6decfc0c,Lava Refrigerator Term,Lava,Refrigerator,200L Energy Star,40401,4.7
7c40137c,Pigeon Cooktop Really,Pigeon,Cooktop,Matte CopperBurner,30657,3.4
cd3ecf94,Lava Cooktop White,Lava,Cooktop,Matte floating,30267,3.7
48f256ba,Midea Refrigerator Detail,Midea,Refrigerator,Cooler Energy Star,50914,2.8
2811bc43,Lava Chimney Marriage,Lava,Chimney,Gesture-control Auto-CLean,83755,2.7
c8e94e65,Ultima Refrigerator Today,Ultima,Refrigerator,Double Door 200L,61292,4.2
b9464f09,Samsung Refrigerator Marriage,Samsung,Refrigerator,200L Energy Star,97034,2.7
b245c1aa,TCL Cooktop Discussion,TCL,Cooktop,Matte floating,45151,4.2
1b1ab676,TCL Refrigerator Reveal,TCL,Refrigerator,Energy Star Cooler,45130,2.7
2780d237,Faber Refrigerator About,Faber,Refrigerator,Cooler Energy Star,42867,2.8
aa4bab9a,Baltra Refrigerator Religious,Baltra,Refrigerator,Double Door Cooler,72109,2.8
c1fb0ea0,Faber Air Cooler Subject,Faber,Air Cooler,Remote Ice Chamber,84394,3.3
cf4fff8e,TCL Chimney Computer,TCL,Chimney,Island Auto-CLean,91180,4.2
5e505e4d,Lava Microwave Still,Lava,Microwave,Convection 700W,89390,3.6
bd38cba4,Transsion Chimney That,Transsion,Chimney,Auto-CLean Island,37678,2.9
f45a9d43,Baltra Microwave Major,Baltra,Microwave,700W Convection,59940,3.6
36ba7614,Midea Microwave Radio,Midea,Microwave,Solo 700W,75194,2.6
99973820,LG Refrigerator Baby,LG,Refrigerator,200L Energy Star,97070,4.1
845c2189,Faber Chimney Eight,Faber,Chimney,Island Gesture-control,75696,4.8
a0489aac,Samsung Cooktop Pretty,Samsung,Cooktop,Matte CopperBurner,48399,3.5
3cc0e5e6,Midea Smartphone Human,Midea,Smartphone,6GB RAM 6.5-inch,81322,4.4
95282786,Baltra Chimney Born,Baltra,Chimney,Gesture-control Island,90263,2.6
ec1fc2d3,Pigeon Cooktop Less,Pigeon,Cooktop,Matte floating,83924,2.7
5626eeb3,Lava Smartphone Wife,Lava,Smartphone,Dual SIM 4G,48211,3.0
c3c86018,LG Cooktop Discover,LG,Cooktop,Matte floating,44211,3.7
b7af1118,Pigeon Microwave Under,Pigeon,Microwave,Convection Solo,76376,3.9
5b0a0ee0,Ultima Air Conditioner Bad,Ultima,Air Conditioner,Inverter 1-ton,28872,3.3
a7a143ad,Pigeon Air Cooler Thus,Pigeon,Air Cooler,35L Tank Ice Chamber,33902,4.0
34bd90dc,Ultima Microwave Fill,Ultima,Microwave,Convection 700W,90935,5.0
c70aec7d,Ultima Refrigerator Minute,Ultima,Refrigerator,Energy Star Double Door,51124,4.9
5074bf59,Faber Smartphone Cost,Faber,Smartphone,6GB RAM 128GB,72605,4.2
aa72303e,Baltra Smartphone Very,Baltra,Smartphone,6GB RAM 4G,60551,3.5
541e0458,Pigeon Microwave Leader,Pigeon,Microwave,Grill Solo,13601,4.4
5d37dc6e,Transsion Microwave Box,Transsion,Microwave,Grill Convection,19486,3.1
fb76df07,Ultima Smartphone Plan,Ultima,Smartphone,6GB RAM 128GB,80809,4.2
b3c0e7cf,Baltra Washing Machine Consumer,Baltra,Washing Machine,7kg Inverter,89262,3.9
517fa833,Pigeon Chimney That,Pigeon,Chimney,Auto-CLean Gesture-control,87079,3.0
a0ea84e1,LG Microwave Become,LG,Microwave,Grill Convection,25324,3.7
44a7f6f0,Faber Air Conditioner Ask,Faber,Air Conditioner,1-ton 2-ton,37461,2.7
27f42714,Samsung Air Conditioner Decision,Samsung,Air Conditioner,Inverter 2-ton,95426,3.6
0384be85,Samsung TV College,Samsung,TV,HD 32 inch,13743,5.0
7de4c4b6,Pigeon Microwave Federal,Pigeon,Microwave,Convection 700W,89784,3.3
66a0f670,Samsung Smartphone Look,Samsung,Smartphone,6.5-inch 4G,48495,4.5
dd3c0a4b,Transsion Washing Machine Science,Transsion,Washing Machine,7kg Inverter,13524,3.2
cafe6c16,Pigeon Washing Machine Easy,Pigeon,Washing Machine,Front Load 7kg,46914,4.0
172dfe62,Lava Air Cooler Former,Lava,Air Cooler,Remote 35L Tank,84207,2.6
8f86d0c7,Baltra TV Eat,Baltra,TV,LED Smart TV,35694,4.1
358e57a8,Transsion Air Cooler Sea,Transsion,Air Cooler,35L Tank Ice Chamber,53514,3.2
5edffe66,Faber Air Conditioner Eat,Faber,Air Conditioner,1-ton 2-ton,17255,3.6
23568e73,Faber Smartphone Discussion,Faber,Smartphone,128GB 6.5-inch,88843,3.2
e0a39f08,Lava TV Civil,Lava,TV,LED HD,54943,3.8
c1e44a99,Faber Air Cooler Mouth,Faber,Air Cooler,35L Tank Remote,80746,4.6
9488cfb2,Midea TV Analysis,Midea,TV,32 inch LED,94357,4.9
e61f72b2,Samsung Air Conditioner Cause,Samsung,Air Conditioner,Inverter 1-ton,92542,4.1
9639afeb,Midea Smartphone Red,Midea,Smartphone,128GB Dual SIM,57285,2.8
9b3a1b3a,Faber Cooktop Put,Faber,Cooktop,CopperBurner floating,85147,2.6
7740df97,LG Refrigerator Seat,LG,Refrigerator,Double Door 200L,54044,3.7
a3af67ee,Faber Refrigerator Ready,Faber,Refrigerator,200L Energy Star,98714,4.0
56d3cdf3,TCL Refrigerator Difference,TCL,Refrigerator,Double Door Cooler,49825,3.4
1651eaf8,Samsung Air Conditioner Case,Samsung,Air Conditioner,2-ton Inverter,54485,3.4
96b7d4e5,Midea Chimney Society,Midea,Chimney,Auto-CLean Gesture-control,19532,2.6
0ddef331,Baltra Microwave Here,Baltra,Microwave,700W Grill,25727,4.4
b419fca5,Baltra Air Cooler Every,Baltra,Air Cooler,35L Tank Ice Chamber,84880,2.7
92a378bf,Midea Microwave Process,Midea,Microwave,Convection Solo,45609,4.2
d338450b,LG Smartphone Magazine,LG,Smartphone,6GB RAM 4G,85300,4.5
85b108c5,Ultima Cooktop Account,Ultima,Cooktop,Matte floating,83181,4.4
caba31f4,Samsung Chimney Short,Samsung,Chimney,Island Gesture-control,27219,4.9
f3667de1,Samsung TV Various,Samsung,TV,HD LED,49168,4.5
16b3d376,Transsion Air Conditioner Make,Transsion,Air Conditioner,Inverter 1-ton,47953,4.2
393d1403,Baltra Washing Machine Something,Baltra,Washing Machine,Front Load 7kg,98054,2.9
4a037985,Transsion Cooktop Bank,Transsion,Cooktop,floating Matte,63441,4.2
f319505c,Pigeon Smartphone Day,Pigeon,Smartphone,Dual SIM 6.5-inch,52038,2.6
df01a208,Ultima Chimney Officer,Ultima,Chimney,Island Auto-CLean,89796,4.9
95899868,Samsung Chimney Care,Samsung,Chimney,Auto-CLean Gesture-control,64759,5.0
725c6e8a,Ultima Washing Machine Indeed,Ultima,Washing Machine,Front Load 7kg,10984,3.2
ad2436b5,Baltra Chimney Money,Baltra,Chimney,Auto-CLean Island,89182,4.6
c1079312,TCL TV Activity,TCL,TV,32 inch HD,50247,4.9
5e64bb8f,LG Air Cooler Prepare,LG,Air Cooler,35L Tank Remote,38863,2.9
086d24e0,Baltra Cooktop On,Baltra,Cooktop,CopperBurner floating,16876,5.0
3f3863af,Faber Washing Machine End,Faber,Washing Machine,7kg Inverter,23268,3.8
34b8a92d,Baltra Air Cooler Goal,Baltra,Air Cooler,Ice Chamber Remote,19629,4.9
cd6a4d46,Ultima TV Response,Ultima,TV,32 inch LED,36057,4.5
a2a1d7be,Ultima Microwave Thousand,Ultima,Microwave,Convection 700W,43349,4.2
