user_id,product_id,rating
U1036,a639fae4,4.4
U1036,ab3fdcdb,5.0
U1036,b419fca5,3.7
U1036,759b81f4,4.0
U1036,18cc40fa,1.4
U1036,5ca88dd3,4.2
U1036,8df72623,4.2
U1036,530cbd9c,4.0
U1036,e0f67c5c,4.7
U1036,a7a143ad,2.1
U1037,b9464f09,2.1
U1037,f92f4747,4.2
U1037,0f34cdc1,3.3
U1037,0cf42113,4.8
U1037,e3e499e0,1.0
U1037,fb3f3206,2.9
U1037,96b7d4e5,4.6
U1037,a4d2bb58,3.7
U1037,4548b445,1.4
U1037,a5c88990,4.4
U1038,55ddd85b,3.7
U1038,f9272d67,1.5
U1038,2b072b66,3.4
U1038,d6c1c16d,2.0
U1038,1d3b151b,3.3
U1038,11af39e3,1.6
U1038,06a1b9ca,3.7
U1038,7c68c5db,2.5
U1038,3a40c1a9,2.3
U1038,9f9d8950,2.5
U1039,e894e3be,1.5
U1039,52f2dbd9,2.7
U1039,dd3c0a4b,1.6
U1039,d93da090,3.5
U1039,d4fec973,4.0
U1039,0384be85,1.1
U1039,4556e6f4,4.1
U1039,f319505c,1.2
U1039,5074bf59,2.9
U1039,1d3b151b,1.9
U1040,3931c6f9,2.4
U1040,b7af1118,4.0
U1040,9f9d8950,1.8
U1040,3ccda57b,4.5
U1040,a0ea84e1,4.3
U1040,3401b201,2.3
U1040,0647d20e,2.8
U1040,96e255ed,3.7
U1040,75709af0,4.9
U1040,b419fca5,3.1
U1041,8adc3358,3.3
U1041,553ca4e6,1.2
U1041,27f42714,1.3
U1041,7f2c48a7,2.4
U1041,b117ff47,2.1
U1041,45e44a3b,4.0
U1041,b0f297bc,3.8
U1041,c504f755,3.5
U1041,ba2ffc26,4.5
U1041,ba00f0ba,1.9
U1042,e72197e8,5.0
U1042,3a55e3cc,2.0
U1042,72f81330,3.7
U1042,d9d7260f,1.9
U1042,097aa76d,2.4
U1042,0dbb70eb,3.2
U1042,16e0cbb0,2.7
U1042,022a2d21,3.0
U1042,c70aec7d,2.3
U1042,88d92c1f,3.9
U1043,a72fe99f,4.2
U1043,0d9b0003,3.9
U1043,358d096e,2.2
U1043,f0a3d090,4.8
U1043,55ddd85b,1.2
U1043,8df72623,2.4
U1043,48f256ba,4.3
U1043,11af39e3,4.7
U1043,d13e2c83,4.5
U1043,23568e73,4.2
U1044,f4ec99ac,3.4
U1044,fce2cfc7,2.2
U1044,2595a51e,2.4
U1044,b7af1118,1.7
U1044,d9d7260f,4.4
U1044,bb61e3f0,1.2
U1044,c1fb0ea0,3.3
U1044,dfdc849d,1.3
U1044,12ad87e3,1.8
U1044,b117ff47,4.5
U1045,9f9d8950,4.8
U1045,3ccda57b,3.1
U1045,96e255ed,1.8
U1045,4778b29c,2.1
U1045,88219607,4.5
U1045,9dcf8db2,1.5
U1045,1208875c,5.0
U1045,5e4eb919,3.9
U1045,9bcd4766,3.3
U1045,99973820,3.0
U1046,a0cce20f,2.3
U1046,e473c9e2,4.2
U1046,b8ac00f9,4.3
U1046,036df75a,2.4
U1046,4556e6f4,4.4
U1046,f96cc5cd,3.2
U1046,16e0cbb0,1.2
U1046,adb44e71,4.7
U1046,2570b385,4.0
U1046,e3e499e0,3.1
U1047,34b8a92d,5.0
U1047,56a73551,4.1
U1047,2a204dc0,1.6
U1047,32e2e2ff,2.5
U1047,509d3d92,1.5
U1047,058a7f3c,1.4
U1047,b3ddac77,2.2
U1047,2f989acf,4.1
U1047,70114143,4.3
U1047,6761c245,3.0
U1048,cd6a4d46,2.7
U1048,fce463f6,2.0
U1048,6decfc0c,4.7
U1048,34b8a92d,4.4
U1048,aa72303e,3.5
U1048,9c6f5358,1.5
U1048,95282786,1.5
U1048,2e7c1ae5,2.5
U1048,dfd232cc,4.4
U1048,e0a39f08,2.4
U1049,159d4731,1.7
U1049,5c7a9ddf,2.8
U1049,a4ad5385,2.4
U1049,acd78257,1.2
U1049,b59fd3bb,2.6
U1049,b0b74b52,4.0
U1049,0d125c02,1.7
U1049,969c69ea,1.4
U1049,0fb4ac55,4.5
U1049,1208875c,1.9
U1050,2f989acf,4.8
U1050,2f8334db,1.0
U1050,1651eaf8,4.8
U1050,725c6e8a,4.5
U1050,4eb295cd,1.8
U1050,d3327c3f,2.5
U1050,f80d58e8,1.7
U1050,a0489aac,4.1
U1050,57bb5c79,1.9
U1050,036df75a,3.2
U1051,b59fd3bb,4.5
U1051,9977b253,5.0
U1051,3f3863af,2.7
U1051,d1594e7b,2.3
U1051,6b269064,1.0
U1051,5cc4e2cd,4.0
U1051,595e1925,4.3
U1051,3c50338b,3.9
U1051,f1cb3a5c,3.3
U1051,de7a71c5,2.0
U1052,b9557c71,4.8
U1052,2ebfc193,2.7
U1052,6d90ad69,4.7
U1052,2c38846b,4.2
U1052,56a73551,4.5
U1052,3401b201,4.2
U1052,a799369f,3.6
U1052,f57a2ec0,4.8
U1052,e792d3ce,1.8
U1052,249489bb,4.6
U1053,21c46cc2,3.2
U1053,b0a09f68,4.6
U1053,1b126eb1,2.4
U1053,52f2dbd9,1.2
U1053,b72ca32a,4.9
U1053,72f81330,4.4
U1053,8e6bc9df,4.7
U1053,d750e115,1.9
U1053,b245c1aa,3.2
U1053,5b97156b,3.4
U1054,a7873a55,3.8
U1054,7b2ecc2f,4.4
U1054,9639afeb,1.8
U1054,7c40137c,4.7
U1054,94c0c6f4,3.0
U1054,2ab831a7,3.0
U1054,984f7997,2.2
U1054,14525bfa,2.7
U1054,88219607,1.1
U1054,0a3b92c2,1.6
U1055,b9464f09,4.4
U1055,4cbe74b0,2.9
U1055,c781bf8a,2.1
U1055,92a378bf,3.2
U1055,6d90ad69,5.0
U1055,cafe6c16,4.4
U1055,29425725,3.6
U1055,d93da090,1.9
U1055,56d3cdf3,3.1
U1055,e3b2ee45,3.2
U1056,9488cfb2,3.0
U1056,16b3d376,2.2
U1056,5edffe66,4.9
U1056,96e255ed,5.0
U1056,b0b74b52,1.9
U1056,131d8bd4,2.8
U1056,68bda325,3.5
U1056,c23be934,4.4
U1056,2972e819,3.6
U1056,f454fa6f,4.9
U1057,a4d2bb58,2.1
U1057,9639afeb,4.1
U1057,a4ad5385,4.1
U1057,d9fabb1d,2.9
U1057,8586230d,1.1
U1057,a17e5bca,1.7
U1057,9c6f5358,2.6
U1057,7dd66a9e,3.8
U1057,7b2ecc2f,3.9
U1057,5b0a0ee0,2.3
U1058,759b81f4,3.9
U1058,ec772cb3,3.7
U1058,4dfa6d08,2.6
U1058,96b7d4e5,3.7
U1058,f20d6021,2.9
U1058,5e505e4d,4.0
U1058,e64aa98f,2.4
U1058,8fdac88e,1.7
U1058,1b126eb1,4.9
U1058,e792d3ce,2.0
U1059,a1be68d2,2.3
U1059,9b3a1b3a,2.7
U1059,f0a3d090,4.0
U1059,9e282434,3.5
U1059,9b87df9a,4.4
U1059,e3e499e0,1.0
U1059,6886c2dc,2.9
U1059,3f91d5ed,1.2
U1059,36ba7614,1.7
U1059,d93da090,1.5
U1060,b245c1aa,2.7
U1060,5e480918,1.3
U1060,75709af0,3.8
U1060,086d24e0,2.2
U1060,16c233ca,2.9
U1060,b83af3f6,4.4
U1060,b4eea688,3.9
U1060,085b8d9b,4.2
U1060,5d37dc6e,1.9
U1060,4218f3ee,4.3
U1061,cbbb1c98,4.8
U1061,7ecbee84,1.6
U1061,e90948ea,4.9
U1061,bb61e3f0,2.1
U1061,00ae8ba2,1.3
U1061,dcfdf0e8,4.2
U1061,2f989acf,1.3
U1061,65226425,3.0
U1061,75709af0,3.6
U1061,8fdac88e,3.4
U1062,759b81f4,2.8
U1062,85b108c5,4.8
U1062,f20d6021,4.6
U1062,1b6bb38b,4.7
U1062,3e32c087,4.6
U1062,b8ac00f9,4.2
U1062,1d703f99,4.0
U1062,9488cfb2,3.0
U1062,aa72303e,1.2
U1062,c1865a1e,4.2
U1063,66a0f670,2.6
U1063,b9557c71,2.9
U1063,85ebfef1,3.3
U1063,4cbe74b0,2.8
U1063,c70aec7d,1.4
U1063,59897df4,2.8
U1063,e99847ae,1.5
U1063,f6fdde7c,1.1
U1063,9ab05fe1,1.4
U1063,44a7f6f0,4.6
U1064,2e5e557d,4.2
U1064,baf76fbe,3.6
U1064,f8018b16,1.8
U1064,96da513a,3.6
U1064,5e480918,2.9
U1064,2235d8ee,1.4
U1064,6761c245,4.0
U1064,60decbad,4.2
U1064,44a7f6f0,4.3
U1064,75cde3e3,2.9
U1065,a799369f,2.3
U1065,56a73551,2.9
U1065,5d37dc6e,1.7
U1065,fbde2c73,3.7
U1065,d750e115,2.0
U1065,33208755,1.5
U1065,7c0ec156,1.1
U1065,2f8334db,2.2
U1065,52c4b291,3.4
U1065,c55d3560,3.1
U1066,73b3ba45,4.8
U1066,9ab05fe1,1.5
U1066,eaf99caf,1.4
U1066,52c80218,2.7
U1066,9b376e71,4.5
U1066,f93fb2dc,2.5
U1066,96da513a,3.4
U1066,2ebfc193,2.4
U1066,097aa76d,1.6
U1066,5cc4e2cd,1.0
U1067,32e2e2ff,4.0
U1067,f9272d67,3.6
U1067,28f3bef4,4.8
U1067,2b072b66,4.5
U1067,dd3c0a4b,1.6
U1067,9b376e71,4.7
U1067,f9ba8ee6,3.4
U1067,e0a39f08,4.0
U1067,24107b4c,2.9
U1067,0f34cdc1,1.3
U1068,96e255ed,1.4
U1068,e473c9e2,2.1
U1068,5626eeb3,2.2
U1068,29425725,3.7
U1068,dd3c0a4b,2.2
U1068,df01a208,1.5
U1068,0dbb70eb,4.5
U1068,e6539784,2.9
U1068,0cf42113,1.2
U1068,9977b253,4.3
U1069,c7223d17,3.3
U1069,12c6163c,4.1
U1069,96da513a,3.4
U1069,648cea1b,3.1
U1069,4dfa6d08,4.4
U1069,a4d2bb58,4.5
U1069,da40dc19,4.2
U1069,4f91f8fe,4.7
U1069,fdc7379d,2.6
U1069,7a56fc2c,3.8
U1070,7fde8af3,2.0
U1070,648cea1b,3.7
U1070,7ecbee84,4.4
U1070,a0cce20f,3.3
U1070,f92f4747,5.0
U1070,e99847ae,4.8
U1070,59897df4,1.9
U1070,d0bdd6c6,3.6
U1070,11080af5,4.5
U1070,a474b957,3.4
U1071,fa035e10,3.5
U1071,7de5faec,3.5
U1071,6886c2dc,1.1
U1071,a0ea84e1,4.0
U1071,93fa45f1,3.0
U1071,2a204dc0,4.7
U1071,acd78257,1.5
U1071,e124dce1,2.7
U1071,f1cb3a5c,2.0
U1071,cc1d2045,4.6
U1072,f7e253d4,4.5
U1072,1b6bb38b,5.0
U1072,32e2e2ff,2.8
U1072,0647d20e,4.8
U1072,ab3fdcdb,2.4
U1072,1ecd183f,3.7
U1072,19b783dd,2.2
U1072,d9d7260f,4.2
U1072,688f3f09,3.0
U1072,d3327c3f,1.6
U1073,031fff72,3.0
U1073,da895004,4.7
U1073,57bb5c79,4.6
U1073,d750e115,3.9
U1073,a3af67ee,4.9
U1073,508b774c,1.0
U1073,9c6f5358,4.8
U1073,a2a1d7be,1.9
U1073,3db8c70f,3.7
U1073,225da7e7,3.7
U1074,5e480918,1.9
U1074,085b8d9b,4.8
U1074,031fff72,2.5
U1074,99973820,3.5
U1074,dab1b794,1.4
U1074,dab9f09e,1.6
U1074,30bfc186,4.2
U1074,c55d3560,2.9
U1074,9c6f5358,2.2
U1074,7b2ecc2f,4.2
U1075,8f86d0c7,3.8
U1075,d38f016d,2.6
U1075,83812064,2.1
U1075,dfdc849d,3.8
U1075,5b97156b,1.0
U1075,fb3f3206,2.7
U1075,dab9f09e,3.4
U1075,ca046ffd,1.9
U1075,75709af0,4.6
U1075,6dd7b424,1.0
U1076,cc1d2045,3.3
U1076,16e0cbb0,4.7
U1076,e61f72b2,2.0
U1076,aa8a1cde,3.2
U1076,3f3863af,3.7
U1076,5b97156b,3.2
U1076,16c233ca,2.6
U1076,4afcf076,4.8
U1076,0d125c02,2.9
U1076,9488cfb2,3.0
U1077,cd6a4d46,2.1
U1077,249489bb,2.0
U1077,f80d58e8,3.6
U1077,30fbb745,4.8
U1077,9bcd4766,3.9
U1077,7740df97,1.6
U1077,4cbe74b0,2.2
U1077,fa035e10,4.6
U1077,a5877f7b,1.7
U1077,1d703f99,3.1
U1078,f0a3d090,2.2
U1078,7f2c48a7,4.7
U1078,8f86d0c7,1.4
U1078,ab3fdcdb,4.7
U1078,69d6c8fd,1.8
U1078,1da5d7d9,1.4
U1078,e01027a1,3.1
U1078,8e6bc9df,2.1
U1078,fce2cfc7,1.1
U1078,4cbe74b0,4.3
U1079,cd6a4d46,3.3
U1079,b419fca5,3.1
U1079,94faf927,3.4
U1079,73b3ba45,3.8
U1079,0d125c02,4.8
U1079,8e6bc9df,4.4
U1079,0420200e,1.6
U1079,e3bf4dcd,3.5
U1079,097aa76d,3.2
U1079,0647d20e,4.4
U1080,11ee237a,1.2
U1080,2cdfb1dc,4.2
U1080,9639afeb,4.9
U1080,c3c86018,3.2
U1080,4afcf076,2.1
U1080,7680a630,2.9
U1080,f92f4747,1.1
U1080,f8018b16,1.8
U1080,8f86d0c7,3.4
U1080,96d024f1,1.7
U1081,12ad87e3,1.7
U1081,0f34cdc1,1.8
U1081,b7af1118,4.5
U1081,9dcf8db2,2.1
U1081,131d8bd4,2.2
U1081,ae522cd4,4.5
U1081,ec1fc2d3,3.3
U1081,520c08e5,4.5
U1081,44a7f6f0,2.4
U1081,4f91f8fe,3.5
U1082,f92f4747,2.5
U1082,21c46cc2,2.4
U1082,95899868,3.8
U1082,9e282434,1.5
U1082,a5877f7b,2.0
U1082,688f3f09,2.2
U1082,1b126eb1,4.7
U1082,3931c6f9,4.1
U1082,1b1ab676,4.2
U1082,9f8d5b86,4.8
U1083,cf5632fc,3.6
U1083,c7223d17,3.4
U1083,2595a51e,3.2
U1083,b9557c71,2.0
U1083,2ab831a7,2.8
U1083,72269b78,4.3
U1083,845c2189,1.8
U1083,b7af1118,3.1
U1083,c3c86018,3.7
U1083,097aa76d,4.9
U1084,174b16b5,2.4
U1084,4a037985,1.1
U1084,f4ec99ac,2.8
U1084,b72ca32a,2.6
U1084,9f03ff8b,4.5
U1084,a799369f,4.5
U1084,349a219a,1.1
U1084,2e7c1ae5,4.9
U1084,7f393c30,2.7
U1084,0d125c02,1.3
U1085,cd6a4d46,3.4
U1085,172dfe62,4.5
U1085,2e7c1ae5,3.3
U1085,b7e4c7aa,2.9
U1085,dab1b794,2.8
U1085,2595a51e,1.6
U1085,96b7d4e5,3.3
U1085,c3c86018,1.2
U1085,4cbe74b0,1.2
U1085,0fb4ac55,2.0
U1086,2cdfb1dc,1.2
U1086,16c0c195,1.3
U1086,bcb3d140,4.8
U1086,b245c1aa,2.9
U1086,c3c86018,3.5
U1086,e473c9e2,3.9
U1086,147bac54,1.9
U1086,f80d58e8,4.8
U1086,436a0faa,3.0
U1086,85b108c5,3.2
U1087,ca7de23b,1.9
U1087,b245c1aa,3.8
U1087,2db39208,2.1
U1087,38ca5b6b,2.3
U1087,bb61e3f0,3.4
U1087,4548b445,3.2
U1087,688f3f09,2.4
U1087,12ad87e3,2.8
U1087,5629145c,2.8
U1087,2ebfc193,2.2
U1088,baf76fbe,2.5
U1088,cbbb1c98,4.1
U1088,637e6aa3,4.2
U1088,65226425,3.6
U1088,358d096e,1.5
U1088,8586230d,1.4
U1088,eeedc572,3.9
U1088,cafe6c16,1.8
U1088,f4ec99ac,4.8
U1088,4afcf076,2.1
U1089,159d4731,4.2
U1089,9b87df9a,3.3
U1089,afd76e76,4.8
U1089,88d92c1f,2.9
U1089,8accc497,4.0
U1089,15197a40,3.8
U1089,e0f67c5c,3.2
U1089,d4fec973,4.5
U1089,1d703f99,4.7
U1089,d38f016d,2.1
U1090,1d703f99,1.1
U1090,dfd232cc,3.7
U1090,4556e6f4,1.2
U1090,a72fe99f,3.3
U1090,3db8c70f,1.8
U1090,058a7f3c,2.1
U1090,2ab831a7,2.6
U1090,6ec7d345,1.4
U1090,520c08e5,1.6
U1090,725c6e8a,2.8
U1091,d6fc0d64,2.3
U1091,f461260f,2.5
U1091,fa035e10,3.0
U1091,30fbb745,1.0
U1091,7b2ecc2f,5.0
U1091,122d08d2,2.0
U1091,2811bc43,2.9
U1091,1ecd183f,2.3
U1091,4778b29c,4.0
U1091,c3c86018,3.1
U1092,52c80218,3.5
U1092,b0a09f68,4.2
U1092,9488cfb2,1.3
U1092,172dfe62,4.3
U1092,0a168adb,2.8
U1092,637e6aa3,1.4
U1092,8b6db425,2.2
U1092,10fdb333,1.7
U1092,68bda325,4.7
U1092,174b16b5,2.3
U1093,036df75a,1.0
U1093,517fa833,3.6
U1093,a4d2bb58,2.8
U1093,b3ddac77,2.6
U1093,4cbe74b0,1.0
U1093,52f2dbd9,1.4
U1093,ba56c4ee,1.3
U1093,d9fabb1d,2.1
U1093,4177151b,3.9
U1093,2db39208,4.5
U1094,ca7de23b,1.4
U1094,9b3a1b3a,4.4
U1094,e64aa98f,2.1
U1094,cd3ecf94,4.2
U1094,12c6163c,3.9
U1094,83812064,1.8
U1094,3c50338b,1.8
U1094,f0c9cbff,1.5
U1094,fa035e10,3.9
U1094,30fbb745,1.7
U1095,509d3d92,1.7
U1095,9b87df9a,3.3
U1095,6802ebba,4.8
U1095,5cc4e2cd,3.6
U1095,819fcf93,3.9
U1095,522006bb,2.8
U1095,2972e819,4.2
U1095,f9ba8ee6,1.9
